,TradingDateUtc,DeliveryDateUtc,SettlementClearing,delivery_period_name,Commodity,Region,Sub-Region
11328,2023-06-12,2023-07-01,31.805,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11329,2023-06-12,2023-08-01,32.787,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11330,2023-06-13,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11331,2023-06-13,2023-07-01,36.797,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11332,2023-06-13,2023-08-01,37.357,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11333,2023-06-14,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11334,2023-06-14,2023-07-01,38.949,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11335,2023-06-14,2023-08-01,39.346,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11336,2023-06-15,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11337,2023-06-15,2023-07-01,40.7,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11338,2023-06-15,2023-08-01,40.96,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11339,2023-06-16,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11340,2023-06-16,2023-07-01,35.697,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11341,2023-06-16,2023-08-01,36.157,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11342,2023-06-19,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11343,2023-06-19,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11344,2023-06-19,2023-08-01,35.926,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11345,2023-06-20,2023-07-01,39.47,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11346,2023-06-20,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11347,2023-06-20,2023-08-01,39.955,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11348,2023-06-21,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11349,2023-06-21,2023-07-01,37.294,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11350,2023-06-21,2023-08-01,37.709,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11351,2023-06-22,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11352,2023-06-22,2023-07-01,34.733,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11353,2023-06-22,2023-08-01,35.083,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11354,2023-06-23,2023-07-01,33.02,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11355,2023-06-23,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11356,2023-06-23,2023-08-01,33.531,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11357,2023-06-26,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11358,2023-06-26,2023-07-01,32.555,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11359,2023-06-26,2023-08-01,33.108,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11360,2023-06-27,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11361,2023-06-27,2023-07-01,34.855,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11362,2023-06-27,2023-08-01,35.111,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11363,2023-06-28,2023-06-01,25.522,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11364,2023-06-28,2023-07-01,34.344,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11365,2023-06-28,2023-08-01,34.866,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11366,2023-06-29,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11367,2023-06-29,2023-08-01,35.757,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11368,2023-06-30,2023-08-01,37.675,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11369,2023-06-30,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11370,2023-07-03,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11371,2023-07-03,2023-08-01,34.585,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11372,2023-07-03,2023-09-01,36.085,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11373,2023-07-04,2023-09-01,37.211,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11374,2023-07-04,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11375,2023-07-04,2023-08-01,35.864,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11376,2023-07-05,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11377,2023-07-05,2023-08-01,34.92,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11378,2023-07-05,2023-09-01,36.45,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11379,2023-07-06,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11380,2023-07-06,2023-08-01,32.82,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11381,2023-07-06,2023-09-01,34.7,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11382,2023-07-07,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11383,2023-07-07,2023-08-01,33.884,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11384,2023-07-07,2023-09-01,35.925,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11385,2023-07-10,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11386,2023-07-10,2023-08-01,30.686,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11387,2023-07-10,2023-09-01,32.7,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11388,2023-07-11,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11389,2023-07-11,2023-08-01,29.54,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11390,2023-07-11,2023-09-01,31.445,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11391,2023-07-12,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11392,2023-07-12,2023-08-01,27.1,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11393,2023-07-12,2023-09-01,28.88,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11394,2023-07-13,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11395,2023-07-13,2023-08-01,27.057,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11396,2023-07-13,2023-09-01,28.9,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11397,2023-07-14,2023-09-01,28.46,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11398,2023-07-14,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11399,2023-07-14,2023-08-01,26.402,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11400,2023-07-17,2023-08-01,25.6,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11401,2023-07-17,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11402,2023-07-17,2023-09-01,27.61,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11403,2023-07-18,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11404,2023-07-18,2023-08-01,27.41,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11405,2023-07-18,2023-09-01,29.48,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11406,2023-07-19,2023-08-01,27.41,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11407,2023-07-19,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11408,2023-07-19,2023-09-01,29.45,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11409,2023-07-20,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11410,2023-07-20,2023-08-01,28.76,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11411,2023-07-20,2023-09-01,29.908,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11412,2023-07-21,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11413,2023-07-21,2023-08-01,28.805,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11414,2023-07-21,2023-09-01,30.22,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11415,2023-07-24,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11416,2023-07-24,2023-08-01,30.875,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11417,2023-07-24,2023-09-01,32.17,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11418,2023-07-25,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11419,2023-07-25,2023-08-01,33.185,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11420,2023-07-25,2023-09-01,34.415,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11421,2023-07-26,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11422,2023-07-26,2023-08-01,29.95,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11423,2023-07-26,2023-09-01,31.02,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11424,2023-07-27,2023-07-01,35.461,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11425,2023-07-27,2023-08-01,28.872,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11426,2023-07-27,2023-09-01,29.856,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11427,2023-07-28,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11428,2023-07-28,2023-09-01,27.59,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11429,2023-07-31,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11430,2023-07-31,2023-09-01,28.79,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11431,2023-08-01,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11432,2023-08-01,2023-09-01,27.73,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11433,2023-08-01,2023-10-01,33.404,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11434,2023-08-02,2023-09-01,29.05,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11435,2023-08-02,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11436,2023-08-02,2023-10-01,34.117,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11437,2023-08-03,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11438,2023-08-03,2023-09-01,30.975,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11439,2023-08-03,2023-10-01,35.471,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11440,2023-08-04,2023-09-01,29.344,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11441,2023-08-04,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11442,2023-08-04,2023-10-01,34.027,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11443,2023-08-07,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11444,2023-08-07,2023-09-01,30.8,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11445,2023-08-07,2023-10-01,35.259,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11446,2023-08-08,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11447,2023-08-08,2023-09-01,31.8,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11448,2023-08-08,2023-10-01,35.894,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11449,2023-08-09,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11450,2023-08-09,2023-09-01,40.18,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11451,2023-08-09,2023-10-01,43.628,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11452,2023-08-10,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11453,2023-08-10,2023-09-01,37.585,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11454,2023-08-10,2023-10-01,40.999,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11455,2023-08-11,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11456,2023-08-11,2023-09-01,35.824,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11457,2023-08-11,2023-10-01,39.979,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11458,2023-08-14,2023-08-01,,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11459,2023-08-14,2023-09-01,34.727,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11460,2023-08-14,2023-10-01,39.591,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11461,2023-08-15,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11462,2023-08-15,2023-09-01,39.302,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11463,2023-08-15,2023-10-01,44.35,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11464,2023-08-16,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11465,2023-08-16,2023-09-01,38.09,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11466,2023-08-16,2023-10-01,43.628,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11467,2023-08-17,2023-09-01,37.2,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11468,2023-08-17,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11469,2023-08-17,2023-10-01,42.9,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11470,2023-08-18,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11471,2023-08-18,2023-09-01,36.704,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11472,2023-08-18,2023-10-01,42.76,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11473,2023-08-21,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11474,2023-08-21,2023-09-01,41.0,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11475,2023-08-21,2023-10-01,46.4,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11476,2023-08-22,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11477,2023-08-22,2023-09-01,43.196,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11478,2023-08-22,2023-10-01,47.795,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11479,2023-08-23,2023-09-01,37.94,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11480,2023-08-23,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11481,2023-08-23,2023-10-01,42.725,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11482,2023-08-24,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11483,2023-08-24,2023-09-01,32.3,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11484,2023-08-24,2023-10-01,36.277,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11485,2023-08-25,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11486,2023-08-25,2023-09-01,35.312,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11487,2023-08-25,2023-10-01,38.285,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11488,2023-08-28,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11489,2023-08-28,2023-09-01,38.625,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11490,2023-08-28,2023-10-01,41.99,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11491,2023-08-29,2023-08-01,26.319,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11492,2023-08-29,2023-09-01,35.945,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11493,2023-08-29,2023-10-01,38.854,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11494,2023-08-30,2023-10-01,39.943,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11495,2023-08-30,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11496,2023-08-31,2023-10-01,35.676,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11497,2023-08-31,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11498,2023-09-01,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11499,2023-09-01,2023-10-01,35.86,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11500,2023-09-01,2023-11-01,46.32,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11501,2023-09-04,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11502,2023-09-04,2023-10-01,33.8,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11503,2023-09-04,2023-11-01,45.085,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11504,2023-09-05,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11505,2023-09-05,2023-10-01,34.9,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11506,2023-09-05,2023-11-01,46.151,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11507,2023-09-06,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11508,2023-09-06,2023-10-01,31.62,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11509,2023-09-06,2023-11-01,43.164,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11510,2023-09-07,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11511,2023-09-07,2023-10-01,33.18,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11512,2023-09-07,2023-11-01,43.915,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11513,2023-09-08,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11514,2023-09-08,2023-10-01,35.037,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11515,2023-09-08,2023-11-01,45.137,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11516,2023-09-11,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11517,2023-09-11,2023-10-01,36.486,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11518,2023-09-11,2023-11-01,45.801,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11519,2023-09-12,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11520,2023-09-12,2023-10-01,35.235,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11521,2023-09-12,2023-11-01,44.93,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11522,2023-09-13,2023-10-01,37.211,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11523,2023-09-13,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11524,2023-09-13,2023-11-01,46.548,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11525,2023-09-14,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11526,2023-09-14,2023-10-01,36.061,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11527,2023-09-14,2023-11-01,45.497,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11528,2023-09-15,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11529,2023-09-15,2023-10-01,36.752,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11530,2023-09-15,2023-11-01,45.582,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11531,2023-09-18,2023-10-01,34.933,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11532,2023-09-18,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11533,2023-09-18,2023-11-01,43.953,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11534,2023-09-19,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11535,2023-09-19,2023-10-01,37.244,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11536,2023-09-19,2023-11-01,45.054,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11537,2023-09-20,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11538,2023-09-20,2023-10-01,37.714,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11539,2023-09-20,2023-11-01,43.947,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11540,2023-09-21,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11541,2023-09-21,2023-10-01,39.514,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11542,2023-09-21,2023-11-01,44.889,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11543,2023-09-22,2023-10-01,40.28,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11544,2023-09-22,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11545,2023-09-22,2023-11-01,45.046,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11546,2023-09-25,2023-11-01,48.24,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11547,2023-09-25,2023-10-01,45.0,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11548,2023-09-25,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11549,2023-09-26,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11550,2023-09-26,2023-10-01,40.425,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11551,2023-09-26,2023-11-01,44.6,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11552,2023-09-27,2023-10-01,39.36,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11553,2023-09-27,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11554,2023-09-27,2023-11-01,44.285,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11555,2023-09-28,2023-09-01,36.485,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11556,2023-09-28,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11557,2023-09-28,2023-11-01,43.6,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11558,2023-09-29,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11559,2023-09-29,2023-11-01,42.22,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11560,2023-10-02,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11561,2023-10-02,2023-11-01,39.62,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11562,2023-10-02,2023-12-01,44.38,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11563,2023-10-03,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11564,2023-10-03,2023-11-01,37.3,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11565,2023-10-03,2023-12-01,42.262,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11566,2023-10-04,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11567,2023-10-04,2023-11-01,38.561,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11568,2023-10-04,2023-12-01,43.48,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11569,2023-10-05,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11570,2023-10-05,2023-11-01,36.625,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11571,2023-10-05,2023-12-01,42.095,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11572,2023-10-06,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11573,2023-10-06,2023-11-01,38.749,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11574,2023-10-06,2023-12-01,43.605,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11575,2023-10-09,2023-12-01,47.98,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11576,2023-10-09,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11577,2023-10-09,2023-11-01,44.2,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11578,2023-10-10,2023-11-01,49.534,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11579,2023-10-10,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11580,2023-10-10,2023-12-01,52.544,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11581,2023-10-11,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11582,2023-10-11,2023-11-01,46.431,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11583,2023-10-11,2023-12-01,49.687,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11584,2023-10-12,2023-11-01,53.195,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11585,2023-10-12,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11586,2023-10-12,2023-12-01,55.49,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11587,2023-10-13,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11588,2023-10-13,2023-11-01,54.05,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11589,2023-10-13,2023-12-01,56.58,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11590,2023-10-16,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11591,2023-10-16,2023-11-01,48.7,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11592,2023-10-16,2023-12-01,52.879,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11593,2023-10-17,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11594,2023-10-17,2023-11-01,49.096,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11595,2023-10-17,2023-12-01,53.161,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11596,2023-10-18,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11597,2023-10-18,2023-11-01,51.014,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11598,2023-10-18,2023-12-01,55.318,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11599,2023-10-19,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11600,2023-10-19,2023-11-01,50.389,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11601,2023-10-19,2023-12-01,55.03,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11602,2023-10-20,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11603,2023-10-20,2023-11-01,51.377,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11604,2023-10-20,2023-12-01,55.674,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11605,2023-10-23,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11606,2023-10-23,2023-11-01,51.613,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11607,2023-10-23,2023-12-01,56.129,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11608,2023-10-24,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11609,2023-10-24,2023-11-01,49.965,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11610,2023-10-24,2023-12-01,53.544,Month,Natural Gas,Germany,THE (Trading Hub Europe)
11611,2023-10-25,2023-10-01,40.034,Month,Natural Gas,Germany,THE (Trading Hub Europe)
