,TradingDateUtc,DeliveryDateUtc,SettlementClearing,delivery_period_name,Commodity,Region,Sub-Region
2952,2016-06-15,2016-07-01,14.27,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2953,2016-06-15,2016-07-01,14.3,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2954,2016-06-16,2016-07-01,14.15,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2955,2016-06-16,2016-07-01,14.18,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2956,2016-06-16,2016-08-01,14.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2957,2016-06-16,2016-08-01,14.29,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2958,2016-06-17,2016-08-01,14.69,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2959,2016-06-17,2016-07-01,14.5,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2960,2016-06-17,2016-07-01,14.42,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2961,2016-06-17,2016-08-01,14.57,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2962,2016-06-20,2016-08-01,15.39,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2963,2016-06-20,2016-08-01,15.29,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2964,2016-06-20,2016-07-01,15.13,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2965,2016-06-20,2016-07-01,15.19,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2966,2016-06-21,2016-07-01,14.83,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2967,2016-06-21,2016-07-01,14.78,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2968,2016-06-21,2016-08-01,14.98,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2969,2016-06-21,2016-08-01,14.92,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2970,2016-06-22,2016-07-01,15.16,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2971,2016-06-22,2016-08-01,15.42,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2972,2016-06-22,2016-08-01,15.49,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2973,2016-06-22,2016-07-01,15.22,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2974,2016-06-23,2016-07-01,15.16,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2975,2016-06-23,2016-07-01,15.2,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2976,2016-06-23,2016-08-01,15.45,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2977,2016-06-23,2016-08-01,15.39,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2978,2016-06-24,2016-07-01,14.8,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2979,2016-06-24,2016-08-01,15.01,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2980,2016-06-24,2016-08-01,15.06,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2981,2016-06-24,2016-07-01,14.7,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2982,2016-06-27,2016-08-01,14.54,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2983,2016-06-27,2016-07-01,14.2,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2984,2016-06-27,2016-07-01,14.23,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2985,2016-06-27,2016-08-01,14.51,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2986,2016-06-28,2016-07-01,14.17,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2987,2016-06-28,2016-07-01,14.22,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2988,2016-06-28,2016-08-01,14.49,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2989,2016-06-28,2016-08-01,14.44,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2990,2016-06-29,2016-07-01,14.39,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2991,2016-06-29,2016-07-01,14.49,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2992,2016-06-29,2016-08-01,14.74,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2993,2016-06-29,2016-08-01,14.75,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2994,2016-06-30,2016-08-01,14.39,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2995,2016-06-30,2016-08-01,14.37,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2996,2016-07-01,2016-09-01,14.71,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2997,2016-07-01,2016-08-01,14.3,Month,Natural Gas,Germany,NCG (formerly EGT_H)
2998,2016-07-01,2016-08-01,14.32,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
2999,2016-07-01,2016-09-01,14.72,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3000,2016-07-04,2016-09-01,15.03,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3001,2016-07-04,2016-08-01,14.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3002,2016-07-04,2016-08-01,14.53,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3003,2016-07-04,2016-09-01,15.04,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3004,2016-07-05,2016-08-01,14.24,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3005,2016-07-05,2016-09-01,14.74,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3006,2016-07-05,2016-09-01,14.75,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3007,2016-07-05,2016-08-01,14.27,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3008,2016-07-06,2016-08-01,14.16,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3009,2016-07-06,2016-09-01,14.68,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3010,2016-07-06,2016-09-01,14.66,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3011,2016-07-06,2016-08-01,14.28,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3012,2016-07-07,2016-09-01,14.88,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3013,2016-07-07,2016-09-01,14.89,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3014,2016-07-07,2016-08-01,14.34,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3015,2016-07-07,2016-08-01,14.45,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3016,2016-07-08,2016-08-01,14.15,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3017,2016-07-08,2016-09-01,14.65,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3018,2016-07-08,2016-09-01,14.69,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3019,2016-07-08,2016-08-01,14.25,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3020,2016-07-11,2016-09-01,14.56,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3021,2016-07-11,2016-09-01,14.56,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3022,2016-07-11,2016-08-01,14.14,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3023,2016-07-11,2016-08-01,14.18,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3024,2016-07-12,2016-09-01,14.76,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3025,2016-07-12,2016-09-01,14.75,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3026,2016-07-12,2016-08-01,14.35,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3027,2016-07-12,2016-08-01,14.4,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3028,2016-07-13,2016-09-01,14.7,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3029,2016-07-13,2016-08-01,14.29,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3030,2016-07-13,2016-08-01,14.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3031,2016-07-13,2016-09-01,14.68,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3032,2016-07-14,2016-09-01,14.79,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3033,2016-07-14,2016-09-01,14.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3034,2016-07-14,2016-08-01,14.34,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3035,2016-07-14,2016-08-01,14.42,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3036,2016-07-15,2016-09-01,14.69,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3037,2016-07-15,2016-09-01,14.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3038,2016-07-15,2016-08-01,14.27,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3039,2016-07-15,2016-08-01,14.3,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3040,2016-07-18,2016-08-01,14.35,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3041,2016-07-18,2016-08-01,14.31,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3042,2016-07-18,2016-09-01,14.91,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3043,2016-07-18,2016-09-01,14.82,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3044,2016-07-19,2016-08-01,14.45,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3045,2016-07-19,2016-09-01,14.98,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3046,2016-07-19,2016-09-01,14.91,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3047,2016-07-19,2016-08-01,14.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3048,2016-07-20,2016-09-01,15.24,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3049,2016-07-20,2016-09-01,15.17,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3050,2016-07-20,2016-08-01,14.78,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3051,2016-07-20,2016-08-01,14.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3052,2016-07-21,2016-09-01,15.39,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3053,2016-07-21,2016-09-01,15.41,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3054,2016-07-21,2016-08-01,14.97,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3055,2016-07-21,2016-08-01,15.12,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3056,2016-07-22,2016-08-01,14.84,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3057,2016-07-22,2016-09-01,15.31,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3058,2016-07-22,2016-09-01,15.25,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3059,2016-07-22,2016-08-01,14.97,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3060,2016-07-25,2016-08-01,14.89,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3061,2016-07-25,2016-09-01,15.34,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3062,2016-07-25,2016-09-01,15.38,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3063,2016-07-25,2016-08-01,14.99,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3064,2016-07-26,2016-09-01,15.1,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3065,2016-07-26,2016-08-01,14.69,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3066,2016-07-26,2016-08-01,14.64,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3067,2016-07-26,2016-09-01,15.16,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3068,2016-07-27,2016-08-01,14.49,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3069,2016-07-27,2016-08-01,14.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3070,2016-07-27,2016-09-01,14.96,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3071,2016-07-27,2016-09-01,15.1,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3072,2016-07-28,2016-08-01,14.24,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3073,2016-07-28,2016-08-01,14.31,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3074,2016-07-28,2016-09-01,14.74,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3075,2016-07-28,2016-09-01,14.81,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3076,2016-07-29,2016-09-01,14.62,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3077,2016-07-29,2016-09-01,14.63,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3078,2016-08-01,2016-10-01,15.06,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3079,2016-08-01,2016-10-01,15.11,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3080,2016-08-01,2016-09-01,14.05,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3081,2016-08-01,2016-09-01,14.21,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3082,2016-08-02,2016-10-01,14.82,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3083,2016-08-02,2016-09-01,14.02,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3084,2016-08-02,2016-09-01,13.92,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3085,2016-08-02,2016-10-01,14.96,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3086,2016-08-03,2016-09-01,13.75,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3087,2016-08-03,2016-10-01,14.96,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3088,2016-08-03,2016-10-01,14.81,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3089,2016-08-03,2016-09-01,13.9,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3090,2016-08-04,2016-10-01,14.66,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3091,2016-08-04,2016-10-01,14.76,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3092,2016-08-04,2016-09-01,13.75,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3093,2016-08-04,2016-09-01,13.84,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3094,2016-08-05,2016-09-01,13.39,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3095,2016-08-05,2016-09-01,13.53,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3096,2016-08-05,2016-10-01,14.34,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3097,2016-08-05,2016-10-01,14.59,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3098,2016-08-08,2016-09-01,13.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3099,2016-08-08,2016-09-01,13.17,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3100,2016-08-08,2016-10-01,14.37,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3101,2016-08-08,2016-10-01,14.46,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3102,2016-08-09,2016-10-01,14.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3103,2016-08-09,2016-10-01,14.24,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3104,2016-08-09,2016-09-01,13.03,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3105,2016-08-09,2016-09-01,13.07,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3106,2016-08-10,2016-10-01,14.21,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3107,2016-08-10,2016-10-01,14.27,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3108,2016-08-10,2016-09-01,12.99,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3109,2016-08-10,2016-09-01,13.06,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3110,2016-08-11,2016-09-01,12.93,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3111,2016-08-11,2016-09-01,13.0,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3112,2016-08-11,2016-10-01,14.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3113,2016-08-11,2016-10-01,14.28,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3114,2016-08-12,2016-10-01,14.01,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3115,2016-08-12,2016-10-01,14.1,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3116,2016-08-12,2016-09-01,12.38,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3117,2016-08-12,2016-09-01,12.44,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3118,2016-08-15,2016-10-01,13.8,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3119,2016-08-15,2016-10-01,13.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3120,2016-08-15,2016-09-01,11.83,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3121,2016-08-15,2016-09-01,11.85,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3122,2016-08-16,2016-10-01,13.94,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3123,2016-08-16,2016-10-01,14.0,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3124,2016-08-16,2016-09-01,12.05,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3125,2016-08-16,2016-09-01,12.13,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3126,2016-08-17,2016-09-01,12.24,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3127,2016-08-17,2016-10-01,14.1,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3128,2016-08-17,2016-10-01,13.91,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3129,2016-08-17,2016-09-01,12.25,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3130,2016-08-18,2016-10-01,13.93,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3131,2016-08-18,2016-10-01,13.96,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3132,2016-08-18,2016-09-01,12.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3133,2016-08-18,2016-09-01,12.12,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3134,2016-08-19,2016-10-01,13.4,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3135,2016-08-19,2016-10-01,13.42,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3136,2016-08-19,2016-09-01,10.9,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3137,2016-08-19,2016-09-01,10.91,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3138,2016-08-22,2016-09-01,11.52,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3139,2016-08-22,2016-10-01,13.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3140,2016-08-22,2016-10-01,13.36,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3141,2016-08-22,2016-09-01,11.49,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3142,2016-08-23,2016-10-01,13.59,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3143,2016-08-23,2016-09-01,11.89,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3144,2016-08-23,2016-09-01,11.78,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3145,2016-08-23,2016-10-01,13.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3146,2016-08-24,2016-09-01,11.21,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3147,2016-08-24,2016-09-01,11.33,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3148,2016-08-24,2016-10-01,13.23,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3149,2016-08-24,2016-10-01,13.26,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3150,2016-08-25,2016-09-01,11.23,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3151,2016-08-25,2016-10-01,13.31,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3152,2016-08-25,2016-10-01,13.12,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3153,2016-08-25,2016-09-01,11.38,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3154,2016-08-26,2016-10-01,13.48,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3155,2016-08-26,2016-09-01,11.81,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3156,2016-08-26,2016-09-01,11.63,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3157,2016-08-26,2016-10-01,13.51,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3158,2016-08-30,2016-09-01,11.76,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3159,2016-08-30,2016-09-01,11.92,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3160,2016-08-30,2016-10-01,13.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3161,2016-08-30,2016-10-01,13.27,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3162,2016-08-31,2016-10-01,12.89,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3163,2016-08-31,2016-10-01,13.05,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3164,2016-09-01,2016-11-01,14.92,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3165,2016-09-01,2016-11-01,15.0,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3166,2016-09-01,2016-10-01,12.68,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3167,2016-09-01,2016-10-01,12.86,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3168,2016-09-02,2016-10-01,12.85,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3169,2016-09-02,2016-10-01,12.94,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3170,2016-09-02,2016-11-01,14.86,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3171,2016-09-02,2016-11-01,14.91,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3172,2016-09-05,2016-10-01,12.78,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3173,2016-09-05,2016-10-01,12.89,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3174,2016-09-05,2016-11-01,15.11,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3175,2016-09-05,2016-11-01,15.19,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3176,2016-09-06,2016-10-01,12.61,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3177,2016-09-06,2016-10-01,12.71,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3178,2016-09-06,2016-11-01,14.81,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3179,2016-09-06,2016-11-01,14.89,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3180,2016-09-07,2016-10-01,12.25,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3181,2016-09-07,2016-11-01,14.66,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3182,2016-09-07,2016-11-01,14.56,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3183,2016-09-07,2016-10-01,12.34,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3184,2016-09-08,2016-11-01,14.53,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3185,2016-09-08,2016-10-01,12.29,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3186,2016-09-08,2016-10-01,12.27,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3187,2016-09-08,2016-11-01,14.66,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3188,2016-09-09,2016-11-01,14.37,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3189,2016-09-09,2016-11-01,14.37,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3190,2016-09-09,2016-10-01,12.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3191,2016-09-09,2016-10-01,12.25,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3192,2016-09-12,2016-10-01,11.94,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3193,2016-09-12,2016-10-01,12.09,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3194,2016-09-12,2016-11-01,14.26,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3195,2016-09-12,2016-11-01,14.45,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3196,2016-09-13,2016-10-01,12.11,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3197,2016-09-13,2016-11-01,14.54,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3198,2016-09-13,2016-11-01,14.32,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3199,2016-09-13,2016-10-01,12.29,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3200,2016-09-14,2016-11-01,14.25,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3201,2016-09-14,2016-10-01,12.23,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3202,2016-09-14,2016-10-01,12.12,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3203,2016-09-14,2016-11-01,14.39,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3204,2016-09-15,2016-10-01,12.62,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3205,2016-09-15,2016-11-01,14.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3206,2016-09-15,2016-11-01,14.35,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3207,2016-09-15,2016-10-01,12.88,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3208,2016-09-16,2016-11-01,14.59,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3209,2016-09-16,2016-10-01,13.0,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3210,2016-09-16,2016-10-01,12.86,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3211,2016-09-16,2016-11-01,14.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3212,2016-09-19,2016-10-01,13.53,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3213,2016-09-19,2016-10-01,13.68,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3214,2016-09-19,2016-11-01,15.01,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3215,2016-09-19,2016-11-01,15.3,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3216,2016-09-20,2016-11-01,14.59,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3217,2016-09-20,2016-11-01,14.85,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3218,2016-09-20,2016-10-01,13.09,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3219,2016-09-20,2016-10-01,13.29,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3220,2016-09-21,2016-10-01,13.47,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3221,2016-09-21,2016-10-01,13.56,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3222,2016-09-21,2016-11-01,14.94,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3223,2016-09-21,2016-11-01,15.12,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3224,2016-09-22,2016-11-01,15.26,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3225,2016-09-22,2016-11-01,15.49,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3226,2016-09-22,2016-10-01,13.72,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3227,2016-09-22,2016-10-01,13.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
3228,2016-09-23,2016-10-01,14.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
3229,2016-09-23,2016-11-01,15.78,Month,Natural Gas,Germany,NCG (formerly EGT_H)
