Start date;End date;Total [MWh] Original resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Original resolutions
Jan 1, 2015 12:00 AM;Jan 1, 2015 1:00 AM;55,567.00;7,790.25;258.50;7,531.75;0.00;47,776.75
Jan 1, 2015 1:00 AM;Jan 1, 2015 2:00 AM;54,454.00;8,280.00;258.75;8,021.25;0.00;46,174.00
Jan 1, 2015 2:00 AM;Jan 1, 2015 3:00 AM;53,180.00;8,412.75;258.50;8,154.25;0.00;44,767.25
Jan 1, 2015 3:00 AM;Jan 1, 2015 4:00 AM;51,469.00;8,502.25;259.00;8,243.25;0.00;42,966.75
Jan 1, 2015 4:00 AM;Jan 1, 2015 5:00 AM;51,539.00;8,668.50;260.50;8,408.00;0.00;42,870.50
Jan 1, 2015 5:00 AM;Jan 1, 2015 6:00 AM;50,745.00;8,849.25;262.00;8,587.25;0.00;41,895.75
Jan 1, 2015 6:00 AM;Jan 1, 2015 7:00 AM;49,611.00;9,022.50;263.25;8,759.25;0.00;40,588.50
Jan 1, 2015 7:00 AM;Jan 1, 2015 8:00 AM;49,977.00;9,314.25;264.00;9,050.25;0.00;40,662.75
Jan 1, 2015 8:00 AM;Jan 1, 2015 9:00 AM;52,660.00;9,781.00;265.00;9,461.25;54.75;42,879.00
Jan 1, 2015 9:00 AM;Jan 1, 2015 10:00 AM;57,476.00;10,838.00;265.25;9,859.75;713.00;46,638.00
Jan 1, 2015 10:00 AM;Jan 1, 2015 11:00 AM;61,908.00;12,238.00;266.00;10,105.75;1,866.25;49,670.00
Jan 1, 2015 11:00 AM;Jan 1, 2015 12:00 PM;65,163.00;13,187.75;266.00;10,058.75;2,863.00;51,975.25
Jan 1, 2015 12:00 PM;Jan 1, 2015 1:00 PM;65,943.00;13,681.75;266.25;10,042.50;3,373.00;52,261.25
Jan 1, 2015 1:00 PM;Jan 1, 2015 2:00 PM;63,697.00;13,600.75;267.00;10,183.00;3,150.75;50,096.25
Jan 1, 2015 2:00 PM;Jan 1, 2015 3:00 PM;61,656.00;12,900.25;266.50;10,442.25;2,191.50;48,755.75
Jan 1, 2015 3:00 PM;Jan 1, 2015 4:00 PM;60,443.00;12,107.50;266.00;10,971.50;870.00;48,335.50
Jan 1, 2015 4:00 PM;Jan 1, 2015 5:00 PM;61,899.00;12,008.75;266.00;11,634.75;108.00;49,890.25
Jan 1, 2015 5:00 PM;Jan 1, 2015 6:00 PM;63,703.00;12,613.25;266.00;12,347.25;0.00;51,089.75
Jan 1, 2015 6:00 PM;Jan 1, 2015 7:00 PM;64,507.00;13,435.75;266.00;13,169.75;0.00;51,071.25
Jan 1, 2015 7:00 PM;Jan 1, 2015 8:00 PM;65,453.00;14,397.75;265.25;14,132.50;0.00;51,055.25
Jan 1, 2015 8:00 PM;Jan 1, 2015 9:00 PM;64,425.00;15,553.75;265.00;15,288.75;0.00;48,871.25
Jan 1, 2015 9:00 PM;Jan 1, 2015 10:00 PM;62,129.00;16,789.00;265.75;16,523.25;0.00;45,340.00
Jan 1, 2015 10:00 PM;Jan 1, 2015 11:00 PM;61,597.00;18,078.25;266.00;17,812.25;0.00;43,518.75
Jan 1, 2015 11:00 PM;Jan 2, 2015 12:00 AM;59,988.00;19,456.50;266.00;19,190.50;0.00;40,531.50
Jan 2, 2015 12:00 AM;Jan 2, 2015 1:00 AM;60,545.00;22,822.50;623.00;22,199.50;0.00;37,722.50
Jan 2, 2015 1:00 AM;Jan 2, 2015 2:00 AM;59,483.00;24,444.75;614.25;23,830.50;0.00;35,038.25
Jan 2, 2015 2:00 AM;Jan 2, 2015 3:00 AM;59,298.00;25,284.75;618.00;24,666.75;0.00;34,013.25
Jan 2, 2015 3:00 AM;Jan 2, 2015 4:00 AM;60,288.00;26,010.25;624.75;25,385.50;0.00;34,277.75
Jan 2, 2015 4:00 AM;Jan 2, 2015 5:00 AM;61,407.00;26,649.00;582.50;26,066.50;0.00;34,758.00
Jan 2, 2015 5:00 AM;Jan 2, 2015 6:00 AM;63,795.00;27,214.50;596.50;26,618.00;0.00;36,580.50
Jan 2, 2015 6:00 AM;Jan 2, 2015 7:00 AM;68,146.00;27,552.25;606.00;26,946.25;0.00;40,593.75
Jan 2, 2015 7:00 AM;Jan 2, 2015 8:00 AM;71,874.00;27,622.25;612.75;27,009.50;0.00;44,251.75
Jan 2, 2015 8:00 AM;Jan 2, 2015 9:00 AM;75,256.00;27,683.75;618.25;27,016.50;49.00;47,572.25
Jan 2, 2015 9:00 AM;Jan 2, 2015 10:00 AM;77,695.00;27,991.00;621.75;26,937.50;431.75;49,704.00
Jan 2, 2015 10:00 AM;Jan 2, 2015 11:00 AM;78,914.00;28,318.00;624.75;26,752.75;940.50;50,596.00
Jan 2, 2015 11:00 AM;Jan 2, 2015 12:00 PM;79,808.00;28,539.00;627.25;26,568.25;1,343.50;51,269.00
Jan 2, 2015 12:00 PM;Jan 2, 2015 1:00 PM;79,586.00;28,457.50;634.00;26,402.50;1,421.00;51,128.50
Jan 2, 2015 1:00 PM;Jan 2, 2015 2:00 PM;78,129.00;27,972.25;635.00;26,167.00;1,170.25;50,156.75
Jan 2, 2015 2:00 PM;Jan 2, 2015 3:00 PM;76,217.00;27,137.00;635.25;25,731.75;770.00;49,080.00
Jan 2, 2015 3:00 PM;Jan 2, 2015 4:00 PM;74,662.00;26,124.25;612.75;25,249.00;262.50;48,537.75
Jan 2, 2015 4:00 PM;Jan 2, 2015 5:00 PM;75,640.00;25,611.50;618.75;24,964.25;28.50;50,028.50
Jan 2, 2015 5:00 PM;Jan 2, 2015 6:00 PM;77,608.00;25,492.75;623.00;24,869.75;0.00;52,115.25
Jan 2, 2015 6:00 PM;Jan 2, 2015 7:00 PM;76,990.00;25,364.00;626.50;24,737.50;0.00;51,626.00
Jan 2, 2015 7:00 PM;Jan 2, 2015 8:00 PM;75,509.00;25,227.50;630.50;24,597.00;0.00;50,281.50
Jan 2, 2015 8:00 PM;Jan 2, 2015 9:00 PM;72,245.00;25,020.00;631.75;24,388.25;0.00;47,225.00
Jan 2, 2015 9:00 PM;Jan 2, 2015 10:00 PM;68,291.00;24,730.50;633.00;24,097.50;0.00;43,560.50
Jan 2, 2015 10:00 PM;Jan 2, 2015 11:00 PM;66,434.00;24,468.75;634.00;23,834.75;0.00;41,965.25
Jan 2, 2015 11:00 PM;Jan 3, 2015 12:00 AM;63,219.00;24,212.50;633.25;23,579.25;0.00;39,006.50
Jan 3, 2015 12:00 AM;Jan 3, 2015 1:00 AM;60,677.00;23,943.50;635.25;23,308.25;0.00;36,733.50
Jan 3, 2015 1:00 AM;Jan 3, 2015 2:00 AM;58,673.00;23,968.00;636.50;23,331.50;0.00;34,705.00
Jan 3, 2015 2:00 AM;Jan 3, 2015 3:00 AM;56,695.00;23,259.00;637.75;22,621.25;0.00;33,436.00
Jan 3, 2015 3:00 AM;Jan 3, 2015 4:00 AM;56,359.00;22,499.00;637.25;21,861.75;0.00;33,860.00
Jan 3, 2015 4:00 AM;Jan 3, 2015 5:00 AM;56,149.00;21,845.00;635.25;21,209.75;0.00;34,304.00
Jan 3, 2015 5:00 AM;Jan 3, 2015 6:00 AM;56,197.00;21,574.50;629.25;20,945.25;0.00;34,622.50
Jan 3, 2015 6:00 AM;Jan 3, 2015 7:00 AM;57,599.00;21,529.50;634.25;20,895.25;0.00;36,069.50
Jan 3, 2015 7:00 AM;Jan 3, 2015 8:00 AM;60,319.00;21,535.50;636.25;20,899.25;0.00;38,783.50
Jan 3, 2015 8:00 AM;Jan 3, 2015 9:00 AM;63,363.00;21,587.00;637.25;20,885.00;64.75;41,776.00
Jan 3, 2015 9:00 AM;Jan 3, 2015 10:00 AM;68,010.00;22,118.75;637.00;21,043.25;438.50;45,891.25
Jan 3, 2015 10:00 AM;Jan 3, 2015 11:00 AM;70,635.00;22,758.00;636.00;21,080.50;1,041.50;47,877.00
Jan 3, 2015 11:00 AM;Jan 3, 2015 12:00 PM;70,973.00;22,812.25;632.00;20,743.50;1,436.75;48,160.75
Jan 3, 2015 12:00 PM;Jan 3, 2015 1:00 PM;70,508.00;22,076.50;629.00;19,977.25;1,470.25;48,431.50
Jan 3, 2015 1:00 PM;Jan 3, 2015 2:00 PM;70,113.00;20,667.00;623.75;18,883.00;1,160.25;49,446.00
Jan 3, 2015 2:00 PM;Jan 3, 2015 3:00 PM;67,421.00;18,322.75;618.50;17,077.25;627.00;49,098.25
Jan 3, 2015 3:00 PM;Jan 3, 2015 4:00 PM;65,599.00;16,024.00;605.50;15,234.00;184.50;49,575.00
Jan 3, 2015 4:00 PM;Jan 3, 2015 5:00 PM;66,371.00;14,413.00;604.50;13,795.50;13.00;51,958.00
Jan 3, 2015 5:00 PM;Jan 3, 2015 6:00 PM;67,249.00;13,154.25;614.25;12,540.00;0.00;54,094.75
Jan 3, 2015 6:00 PM;Jan 3, 2015 7:00 PM;68,119.00;11,987.75;624.00;11,363.75;0.00;56,131.25
Jan 3, 2015 7:00 PM;Jan 3, 2015 8:00 PM;68,304.00;11,547.75;626.25;10,921.50;0.00;56,756.25
Jan 3, 2015 8:00 PM;Jan 3, 2015 9:00 PM;65,967.00;11,845.75;622.75;11,223.00;0.00;54,121.25
Jan 3, 2015 9:00 PM;Jan 3, 2015 10:00 PM;64,473.00;12,769.00;619.50;12,149.50;0.00;51,704.00
Jan 3, 2015 10:00 PM;Jan 3, 2015 11:00 PM;64,251.00;13,980.00;618.00;13,362.00;0.00;50,271.00
Jan 3, 2015 11:00 PM;Jan 4, 2015 12:00 AM;62,735.00;15,338.75;614.00;14,724.75;0.00;47,396.25
Jan 4, 2015 12:00 AM;Jan 4, 2015 1:00 AM;59,003.00;-;-;17,093.25;0.00;-
Jan 4, 2015 1:00 AM;Jan 4, 2015 2:00 AM;55,713.00;-;-;18,816.75;0.00;-
Jan 4, 2015 2:00 AM;Jan 4, 2015 3:00 AM;53,994.00;-;-;18,718.75;0.00;-
Jan 4, 2015 3:00 AM;Jan 4, 2015 4:00 AM;53,287.00;-;-;18,619.25;0.00;-
Jan 4, 2015 4:00 AM;Jan 4, 2015 5:00 AM;53,275.00;-;-;18,549.75;0.00;-
Jan 4, 2015 5:00 AM;Jan 4, 2015 6:00 AM;52,871.00;-;-;18,285.25;0.00;-
Jan 4, 2015 6:00 AM;Jan 4, 2015 7:00 AM;52,024.00;-;-;17,852.00;0.00;-
Jan 4, 2015 7:00 AM;Jan 4, 2015 8:00 AM;53,782.00;-;-;17,410.75;0.00;-
Jan 4, 2015 8:00 AM;Jan 4, 2015 9:00 AM;57,080.00;-;-;17,006.25;100.25;-
Jan 4, 2015 9:00 AM;Jan 4, 2015 10:00 AM;62,518.00;-;-;16,525.75;1,165.50;-
Jan 4, 2015 10:00 AM;Jan 4, 2015 11:00 AM;66,485.00;-;-;16,145.75;2,759.75;-
Jan 4, 2015 11:00 AM;Jan 4, 2015 12:00 PM;69,922.00;-;-;16,038.25;3,879.75;-
Jan 4, 2015 12:00 PM;Jan 4, 2015 1:00 PM;69,985.00;-;-;16,014.50;4,228.00;-
Jan 4, 2015 1:00 PM;Jan 4, 2015 2:00 PM;68,181.00;-;-;15,935.50;3,765.25;-
Jan 4, 2015 2:00 PM;Jan 4, 2015 3:00 PM;63,967.00;-;-;15,679.00;2,545.50;-
Jan 4, 2015 3:00 PM;Jan 4, 2015 4:00 PM;62,369.00;-;-;15,330.50;918.00;-
Jan 4, 2015 4:00 PM;Jan 4, 2015 5:00 PM;63,819.00;-;-;14,995.00;108.00;-
Jan 4, 2015 5:00 PM;Jan 4, 2015 6:00 PM;66,255.00;-;-;14,546.50;0.00;-
Jan 4, 2015 6:00 PM;Jan 4, 2015 7:00 PM;66,331.00;-;-;14,095.50;0.00;-
Jan 4, 2015 7:00 PM;Jan 4, 2015 8:00 PM;65,818.00;-;-;13,429.25;0.00;-
Jan 4, 2015 8:00 PM;Jan 4, 2015 9:00 PM;64,510.00;-;-;12,683.50;0.00;-
Jan 4, 2015 9:00 PM;Jan 4, 2015 10:00 PM;62,644.00;-;-;11,989.25;0.00;-
Jan 4, 2015 10:00 PM;Jan 4, 2015 11:00 PM;60,710.00;-;-;11,465.50;0.00;-
Jan 4, 2015 11:00 PM;Jan 5, 2015 12:00 AM;59,537.00;-;-;10,968.00;0.00;-
Jan 5, 2015 12:00 AM;Jan 5, 2015 1:00 AM;57,659.00;10,561.50;551.75;10,009.75;0.00;47,097.50
Jan 5, 2015 1:00 AM;Jan 5, 2015 2:00 AM;55,625.00;10,835.50;547.75;10,287.75;0.00;44,789.50
Jan 5, 2015 2:00 AM;Jan 5, 2015 3:00 AM;54,418.00;10,961.00;542.50;10,418.50;0.00;43,457.00
Jan 5, 2015 3:00 AM;Jan 5, 2015 4:00 AM;54,471.00;11,135.50;533.75;10,601.75;0.00;43,335.50
Jan 5, 2015 4:00 AM;Jan 5, 2015 5:00 AM;55,811.00;11,331.50;521.75;10,809.75;0.00;44,479.50
Jan 5, 2015 5:00 AM;Jan 5, 2015 6:00 AM;59,509.00;11,325.50;493.25;10,832.25;0.00;48,183.50
Jan 5, 2015 6:00 AM;Jan 5, 2015 7:00 AM;65,148.00;11,073.50;450.75;10,622.75;0.00;54,074.50
Jan 5, 2015 7:00 AM;Jan 5, 2015 8:00 AM;71,827.00;10,624.75;404.00;10,220.75;0.00;61,202.25
Jan 5, 2015 8:00 AM;Jan 5, 2015 9:00 AM;76,098.00;10,179.00;358.00;9,715.00;106.00;65,919.00
Jan 5, 2015 9:00 AM;Jan 5, 2015 10:00 AM;76,912.00;10,573.00;322.25;9,183.00;1,067.75;66,339.00
Jan 5, 2015 10:00 AM;Jan 5, 2015 11:00 AM;79,724.00;11,498.25;302.75;8,703.00;2,492.50;68,225.75
Jan 5, 2015 11:00 AM;Jan 5, 2015 12:00 PM;81,348.00;12,172.50;291.75;8,207.50;3,673.25;69,175.50
Jan 5, 2015 12:00 PM;Jan 5, 2015 1:00 PM;81,718.00;12,137.50;374.25;7,638.50;4,124.75;69,580.50
Jan 5, 2015 1:00 PM;Jan 5, 2015 2:00 PM;80,724.00;10,920.75;346.00;6,803.00;3,771.75;69,803.25
Jan 5, 2015 2:00 PM;Jan 5, 2015 3:00 PM;77,705.00;8,816.75;296.00;5,834.00;2,686.75;68,888.25
Jan 5, 2015 3:00 PM;Jan 5, 2015 4:00 PM;74,217.00;6,492.50;237.75;5,044.75;1,210.00;67,724.50
Jan 5, 2015 4:00 PM;Jan 5, 2015 5:00 PM;73,912.00;4,798.75;184.50;4,426.00;188.25;69,113.25
Jan 5, 2015 5:00 PM;Jan 5, 2015 6:00 PM;75,434.00;4,014.50;160.25;3,854.25;0.00;71,419.50
Jan 5, 2015 6:00 PM;Jan 5, 2015 7:00 PM;75,802.00;3,615.50;162.75;3,452.75;0.00;72,186.50
Jan 5, 2015 7:00 PM;Jan 5, 2015 8:00 PM;75,844.00;3,324.25;187.25;3,137.00;0.00;72,519.75
Jan 5, 2015 8:00 PM;Jan 5, 2015 9:00 PM;71,813.00;3,120.50;221.00;2,899.50;0.00;68,692.50
Jan 5, 2015 9:00 PM;Jan 5, 2015 10:00 PM;69,045.00;2,964.00;247.75;2,716.25;0.00;66,081.00
Jan 5, 2015 10:00 PM;Jan 5, 2015 11:00 PM;67,223.00;2,757.75;255.75;2,502.00;0.00;64,465.25
Jan 5, 2015 11:00 PM;Jan 6, 2015 12:00 AM;64,339.00;2,526.50;231.00;2,295.50;0.00;61,812.50
Jan 6, 2015 12:00 AM;Jan 6, 2015 1:00 AM;54,390.00;2,310.50;221.50;2,089.00;0.00;52,079.50
Jan 6, 2015 1:00 AM;Jan 6, 2015 2:00 AM;52,100.00;2,240.50;230.75;2,009.75;0.00;49,859.50
Jan 6, 2015 2:00 AM;Jan 6, 2015 3:00 AM;51,418.00;2,143.75;243.75;1,900.00;0.00;49,274.25
Jan 6, 2015 3:00 AM;Jan 6, 2015 4:00 AM;51,166.00;2,020.00;252.50;1,767.50;0.00;49,146.00
Jan 6, 2015 4:00 AM;Jan 6, 2015 5:00 AM;51,598.00;1,939.75;250.25;1,689.50;0.00;49,658.25
Jan 6, 2015 5:00 AM;Jan 6, 2015 6:00 AM;54,380.00;2,011.00;266.75;1,744.25;0.00;52,369.00
Jan 6, 2015 6:00 AM;Jan 6, 2015 7:00 AM;59,512.00;2,231.50;290.25;1,941.25;0.00;57,280.50
Jan 6, 2015 7:00 AM;Jan 6, 2015 8:00 AM;64,821.00;2,481.50;319.75;2,161.75;0.00;62,339.50
Jan 6, 2015 8:00 AM;Jan 6, 2015 9:00 AM;67,986.00;2,980.00;348.50;2,389.00;242.50;65,006.00
Jan 6, 2015 9:00 AM;Jan 6, 2015 10:00 AM;70,621.00;5,080.50;381.50;2,617.75;2,081.25;65,540.50
Jan 6, 2015 10:00 AM;Jan 6, 2015 11:00 AM;74,472.00;7,854.25;404.25;2,825.25;4,624.75;66,617.75
Jan 6, 2015 11:00 AM;Jan 6, 2015 12:00 PM;77,266.00;9,835.75;389.50;2,997.50;6,448.75;67,430.25
Jan 6, 2015 12:00 PM;Jan 6, 2015 1:00 PM;77,660.00;10,495.25;397.25;3,117.00;6,981.00;67,164.75
Jan 6, 2015 1:00 PM;Jan 6, 2015 2:00 PM;75,925.00;9,606.50;412.75;3,173.50;6,020.25;66,318.50
Jan 6, 2015 2:00 PM;Jan 6, 2015 3:00 PM;72,813.00;7,857.75;439.75;3,441.50;3,976.50;64,955.25
Jan 6, 2015 3:00 PM;Jan 6, 2015 4:00 PM;69,992.00;5,982.25;436.50;3,937.50;1,608.25;64,009.75
Jan 6, 2015 4:00 PM;Jan 6, 2015 5:00 PM;70,182.00;5,221.00;447.25;4,563.50;210.25;64,961.00
Jan 6, 2015 5:00 PM;Jan 6, 2015 6:00 PM;71,858.00;5,705.75;438.00;5,267.75;0.00;66,152.25
Jan 6, 2015 6:00 PM;Jan 6, 2015 7:00 PM;72,242.00;6,363.25;438.25;5,925.00;0.00;65,878.75
Jan 6, 2015 7:00 PM;Jan 6, 2015 8:00 PM;72,441.00;6,766.25;466.25;6,300.00;0.00;65,674.75
Jan 6, 2015 8:00 PM;Jan 6, 2015 9:00 PM;70,543.00;6,910.25;478.50;6,431.75;0.00;63,632.75
Jan 6, 2015 9:00 PM;Jan 6, 2015 10:00 PM;67,318.00;7,006.00;479.50;6,526.50;0.00;60,312.00
Jan 6, 2015 10:00 PM;Jan 6, 2015 11:00 PM;65,342.00;6,980.50;441.25;6,539.25;0.00;58,361.50
Jan 6, 2015 11:00 PM;Jan 7, 2015 12:00 AM;62,862.00;6,824.25;377.25;6,447.00;0.00;56,037.75
Jan 7, 2015 12:00 AM;Jan 7, 2015 1:00 AM;62,507.00;7,923.00;457.00;7,466.00;0.00;54,584.00
Jan 7, 2015 1:00 AM;Jan 7, 2015 2:00 AM;60,670.00;8,820.25;517.00;8,303.25;0.00;51,849.75
Jan 7, 2015 2:00 AM;Jan 7, 2015 3:00 AM;59,966.00;8,565.50;503.75;8,061.75;0.00;51,400.50
Jan 7, 2015 3:00 AM;Jan 7, 2015 4:00 AM;59,709.00;8,453.25;454.50;7,998.75;0.00;51,255.75
Jan 7, 2015 4:00 AM;Jan 7, 2015 5:00 AM;60,150.00;8,377.00;410.50;7,966.50;0.00;51,773.00
Jan 7, 2015 5:00 AM;Jan 7, 2015 6:00 AM;63,539.00;8,087.50;383.25;7,704.25;0.00;55,451.50
Jan 7, 2015 6:00 AM;Jan 7, 2015 7:00 AM;71,101.00;7,825.00;365.50;7,459.50;0.00;63,276.00
Jan 7, 2015 7:00 AM;Jan 7, 2015 8:00 AM;77,088.00;7,545.00;365.75;7,179.25;0.00;69,543.00
Jan 7, 2015 8:00 AM;Jan 7, 2015 9:00 AM;79,891.00;7,264.50;395.50;6,790.25;78.75;72,626.50
Jan 7, 2015 9:00 AM;Jan 7, 2015 10:00 AM;80,494.00;7,594.50;444.75;6,578.50;571.25;72,899.50
Jan 7, 2015 10:00 AM;Jan 7, 2015 11:00 AM;82,252.00;8,429.50;491.25;6,568.50;1,369.75;73,822.50
Jan 7, 2015 11:00 AM;Jan 7, 2015 12:00 PM;83,807.00;9,216.00;518.50;6,643.25;2,054.25;74,591.00
Jan 7, 2015 12:00 PM;Jan 7, 2015 1:00 PM;83,802.00;9,618.25;521.50;6,695.50;2,401.25;74,183.75
Jan 7, 2015 1:00 PM;Jan 7, 2015 2:00 PM;83,965.00;9,372.00;537.00;6,546.00;2,289.00;74,593.00
Jan 7, 2015 2:00 PM;Jan 7, 2015 3:00 PM;82,011.00;8,620.75;554.00;6,406.50;1,660.25;73,390.25
Jan 7, 2015 3:00 PM;Jan 7, 2015 4:00 PM;79,142.00;7,694.75;571.50;6,410.25;713.00;71,447.25
Jan 7, 2015 4:00 PM;Jan 7, 2015 5:00 PM;78,867.00;7,337.00;581.50;6,643.00;112.50;71,530.00
Jan 7, 2015 5:00 PM;Jan 7, 2015 6:00 PM;81,782.00;7,810.50;592.25;7,218.25;0.00;73,971.50
Jan 7, 2015 6:00 PM;Jan 7, 2015 7:00 PM;81,515.00;8,553.00;600.25;7,952.75;0.00;72,962.00
Jan 7, 2015 7:00 PM;Jan 7, 2015 8:00 PM;82,493.00;9,381.25;607.00;8,774.25;0.00;73,111.75
Jan 7, 2015 8:00 PM;Jan 7, 2015 9:00 PM;79,833.00;10,300.00;612.75;9,687.25;0.00;69,533.00
Jan 7, 2015 9:00 PM;Jan 7, 2015 10:00 PM;76,623.00;11,255.00;618.50;10,636.50;0.00;65,368.00
Jan 7, 2015 10:00 PM;Jan 7, 2015 11:00 PM;73,566.00;12,175.00;615.25;11,559.75;0.00;61,391.00
Jan 7, 2015 11:00 PM;Jan 8, 2015 12:00 AM;70,069.00;13,123.00;619.00;12,504.00;0.00;56,946.00
Jan 8, 2015 12:00 AM;Jan 8, 2015 1:00 AM;66,647.00;14,828.50;624.50;14,204.00;0.00;51,818.50
Jan 8, 2015 1:00 AM;Jan 8, 2015 2:00 AM;65,421.00;15,774.00;626.00;15,148.00;0.00;49,647.00
Jan 8, 2015 2:00 AM;Jan 8, 2015 3:00 AM;64,618.00;16,479.50;628.00;15,851.50;0.00;48,138.50
Jan 8, 2015 3:00 AM;Jan 8, 2015 4:00 AM;64,768.00;17,057.50;629.50;16,428.00;0.00;47,710.50
Jan 8, 2015 4:00 AM;Jan 8, 2015 5:00 AM;66,724.00;17,601.25;629.00;16,972.25;0.00;49,122.75
Jan 8, 2015 5:00 AM;Jan 8, 2015 6:00 AM;69,597.00;18,097.00;631.00;17,466.00;0.00;51,500.00
Jan 8, 2015 6:00 AM;Jan 8, 2015 7:00 AM;75,082.00;18,615.25;630.00;17,985.25;0.00;56,466.75
Jan 8, 2015 7:00 AM;Jan 8, 2015 8:00 AM;81,433.00;18,962.00;628.75;18,333.25;0.00;62,471.00
Jan 8, 2015 8:00 AM;Jan 8, 2015 9:00 AM;85,516.00;19,294.75;623.00;18,598.75;73.00;66,221.25
Jan 8, 2015 9:00 AM;Jan 8, 2015 10:00 AM;86,005.00;19,835.50;609.75;18,755.75;470.00;66,169.50
Jan 8, 2015 10:00 AM;Jan 8, 2015 11:00 AM;85,934.00;20,296.75;592.75;18,670.25;1,033.75;65,637.25
Jan 8, 2015 11:00 AM;Jan 8, 2015 12:00 PM;86,386.00;20,498.00;574.75;18,419.00;1,504.25;65,888.00
Jan 8, 2015 12:00 PM;Jan 8, 2015 1:00 PM;86,004.00;19,886.50;559.25;17,755.25;1,572.00;66,117.50
Jan 8, 2015 1:00 PM;Jan 8, 2015 2:00 PM;84,470.00;18,571.50;534.25;16,764.50;1,272.75;65,898.50
Jan 8, 2015 2:00 PM;Jan 8, 2015 3:00 PM;82,966.00;17,303.25;509.50;15,995.00;798.75;65,662.75
Jan 8, 2015 3:00 PM;Jan 8, 2015 4:00 PM;81,676.00;16,408.25;487.75;15,596.75;323.75;65,267.75
Jan 8, 2015 4:00 PM;Jan 8, 2015 5:00 PM;80,829.00;15,983.50;481.50;15,450.25;51.75;64,845.50
Jan 8, 2015 5:00 PM;Jan 8, 2015 6:00 PM;82,537.00;16,276.75;515.00;15,761.75;0.00;66,260.25
Jan 8, 2015 6:00 PM;Jan 8, 2015 7:00 PM;82,739.00;17,180.75;559.75;16,621.00;0.00;65,558.25
Jan 8, 2015 7:00 PM;Jan 8, 2015 8:00 PM;82,363.00;18,005.50;594.50;17,411.00;0.00;64,357.50
Jan 8, 2015 8:00 PM;Jan 8, 2015 9:00 PM;78,641.00;18,476.25;612.50;17,863.75;0.00;60,164.75
Jan 8, 2015 9:00 PM;Jan 8, 2015 10:00 PM;73,656.00;19,103.25;618.00;18,485.25;0.00;54,552.75
Jan 8, 2015 10:00 PM;Jan 8, 2015 11:00 PM;71,648.00;19,722.25;623.00;19,099.25;0.00;51,925.75
Jan 8, 2015 11:00 PM;Jan 9, 2015 12:00 AM;68,923.00;20,051.25;626.75;19,424.50;0.00;48,871.75
Jan 9, 2015 12:00 AM;Jan 9, 2015 1:00 AM;66,964.00;20,800.50;627.75;20,172.75;0.00;46,163.50
Jan 9, 2015 1:00 AM;Jan 9, 2015 2:00 AM;64,208.00;21,386.25;628.50;20,757.75;0.00;42,821.75
Jan 9, 2015 2:00 AM;Jan 9, 2015 3:00 AM;63,634.00;21,741.00;631.25;21,109.75;0.00;41,893.00
Jan 9, 2015 3:00 AM;Jan 9, 2015 4:00 AM;64,457.00;22,550.25;634.50;21,915.75;0.00;41,906.75
Jan 9, 2015 4:00 AM;Jan 9, 2015 5:00 AM;66,366.00;23,918.75;625.50;23,293.25;0.00;42,447.25
Jan 9, 2015 5:00 AM;Jan 9, 2015 6:00 AM;70,395.00;25,439.00;566.00;24,873.00;0.00;44,956.00
Jan 9, 2015 6:00 AM;Jan 9, 2015 7:00 AM;76,968.00;26,814.75;441.00;26,373.75;0.00;50,153.25
Jan 9, 2015 7:00 AM;Jan 9, 2015 8:00 AM;82,680.00;28,132.50;343.75;27,788.25;0.50;54,547.50
Jan 9, 2015 8:00 AM;Jan 9, 2015 9:00 AM;86,403.00;29,303.75;327.00;28,879.00;97.75;57,099.25
Jan 9, 2015 9:00 AM;Jan 9, 2015 10:00 AM;88,052.00;30,534.75;336.00;29,625.25;573.50;57,517.25
Jan 9, 2015 10:00 AM;Jan 9, 2015 11:00 AM;88,195.00;31,818.00;354.00;30,216.50;1,247.50;56,377.00
Jan 9, 2015 11:00 AM;Jan 9, 2015 12:00 PM;87,873.00;32,477.50;365.50;30,420.00;1,692.00;55,395.50
Jan 9, 2015 12:00 PM;Jan 9, 2015 1:00 PM;87,321.00;32,254.25;403.50;30,222.50;1,628.25;55,066.75
Jan 9, 2015 1:00 PM;Jan 9, 2015 2:00 PM;86,167.00;31,634.50;412.75;29,983.50;1,238.25;54,532.50
Jan 9, 2015 2:00 PM;Jan 9, 2015 3:00 PM;84,890.00;30,959.50;422.25;29,788.25;749.00;53,930.50
Jan 9, 2015 3:00 PM;Jan 9, 2015 4:00 PM;83,344.00;30,204.25;442.25;29,467.25;294.75;53,139.75
Jan 9, 2015 4:00 PM;Jan 9, 2015 5:00 PM;82,468.00;29,698.00;491.75;29,163.75;42.50;52,770.00
Jan 9, 2015 5:00 PM;Jan 9, 2015 6:00 PM;84,218.00;29,040.50;537.50;28,503.00;0.00;55,177.50
Jan 9, 2015 6:00 PM;Jan 9, 2015 7:00 PM;82,503.00;27,883.75;596.50;27,287.25;0.00;54,619.25
Jan 9, 2015 7:00 PM;Jan 9, 2015 8:00 PM;81,352.00;26,215.25;608.75;25,606.50;0.00;55,136.75
