Start date;End date;Total [MWh] Original resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Original resolutions
Jul 13, 2015 9:00 PM;Jul 13, 2015 10:00 PM;58,993.00;4,224.75;133.75;4,071.50;19.50;54,768.25
Jul 13, 2015 10:00 PM;Jul 13, 2015 11:00 PM;58,637.00;4,284.00;106.50;4,177.50;0.00;54,353.00
Jul 13, 2015 11:00 PM;Jul 14, 2015 12:00 AM;56,575.00;4,356.75;85.50;4,271.25;0.00;52,218.25
Jul 14, 2015 12:00 AM;Jul 14, 2015 1:00 AM;52,734.00;4,745.00;86.25;4,658.75;0.00;47,989.00
Jul 14, 2015 1:00 AM;Jul 14, 2015 2:00 AM;49,823.00;4,764.75;85.50;4,679.25;0.00;45,058.25
Jul 14, 2015 2:00 AM;Jul 14, 2015 3:00 AM;48,883.00;4,308.75;85.75;4,223.00;0.00;44,574.25
Jul 14, 2015 3:00 AM;Jul 14, 2015 4:00 AM;48,039.00;3,959.50;78.25;3,881.25;0.00;44,079.50
Jul 14, 2015 4:00 AM;Jul 14, 2015 5:00 AM;48,041.00;3,592.50;80.00;3,512.50;0.00;44,448.50
Jul 14, 2015 5:00 AM;Jul 14, 2015 6:00 AM;50,047.00;3,392.00;101.75;3,230.75;59.50;46,655.00
Jul 14, 2015 6:00 AM;Jul 14, 2015 7:00 AM;56,506.00;3,683.50;98.50;3,065.50;519.50;52,822.50
Jul 14, 2015 7:00 AM;Jul 14, 2015 8:00 AM;61,339.00;4,777.00;87.75;3,045.75;1,643.50;56,562.00
Jul 14, 2015 8:00 AM;Jul 14, 2015 9:00 AM;65,788.00;6,585.25;76.00;3,246.25;3,263.00;59,202.75
Jul 14, 2015 9:00 AM;Jul 14, 2015 10:00 AM;68,895.00;8,957.75;71.00;3,710.25;5,176.50;59,937.25
Jul 14, 2015 10:00 AM;Jul 14, 2015 11:00 AM;72,359.00;11,350.75;71.50;4,150.75;7,128.50;61,008.25
Jul 14, 2015 11:00 AM;Jul 14, 2015 12:00 PM;75,073.00;13,299.25;75.25;4,447.50;8,776.50;61,773.75
Jul 14, 2015 12:00 PM;Jul 14, 2015 1:00 PM;76,112.00;14,587.50;78.00;4,632.25;9,877.25;61,524.50
Jul 14, 2015 1:00 PM;Jul 14, 2015 2:00 PM;76,341.00;15,255.75;77.00;4,676.50;10,502.25;61,085.25
Jul 14, 2015 2:00 PM;Jul 14, 2015 3:00 PM;75,632.00;15,453.50;76.00;4,645.00;10,732.50;60,178.50
Jul 14, 2015 3:00 PM;Jul 14, 2015 4:00 PM;74,349.00;15,242.00;81.25;4,669.00;10,491.75;59,107.00
Jul 14, 2015 4:00 PM;Jul 14, 2015 5:00 PM;72,618.00;14,039.00;50.25;4,557.75;9,431.00;58,579.00
Jul 14, 2015 5:00 PM;Jul 14, 2015 6:00 PM;69,945.00;11,863.75;56.25;4,317.75;7,489.75;58,081.25
Jul 14, 2015 6:00 PM;Jul 14, 2015 7:00 PM;65,833.00;9,088.00;74.25;4,028.25;4,985.50;56,745.00
Jul 14, 2015 7:00 PM;Jul 14, 2015 8:00 PM;62,820.00;6,411.75;102.00;3,725.50;2,584.25;56,408.25
Jul 14, 2015 8:00 PM;Jul 14, 2015 9:00 PM;59,495.00;4,220.25;118.00;3,410.75;691.50;55,274.75
Jul 14, 2015 9:00 PM;Jul 14, 2015 10:00 PM;58,198.00;3,505.00;128.50;3,334.75;41.75;54,693.00
Jul 14, 2015 10:00 PM;Jul 14, 2015 11:00 PM;57,619.00;3,531.00;158.50;3,372.50;0.00;54,088.00
Jul 14, 2015 11:00 PM;Jul 15, 2015 12:00 AM;55,784.00;3,634.25;226.00;3,408.25;0.00;52,149.75
Jul 15, 2015 12:00 AM;Jul 15, 2015 1:00 AM;52,330.00;3,423.75;264.00;3,159.75;0.00;48,906.25
Jul 15, 2015 1:00 AM;Jul 15, 2015 2:00 AM;51,023.00;3,478.75;297.25;3,181.50;0.00;47,544.25
Jul 15, 2015 2:00 AM;Jul 15, 2015 3:00 AM;49,697.00;3,302.00;311.75;2,990.25;0.00;46,395.00
Jul 15, 2015 3:00 AM;Jul 15, 2015 4:00 AM;48,417.00;3,252.50;302.25;2,950.25;0.00;45,164.50
Jul 15, 2015 4:00 AM;Jul 15, 2015 5:00 AM;48,660.00;3,182.75;350.00;2,832.75;0.00;45,477.25
Jul 15, 2015 5:00 AM;Jul 15, 2015 6:00 AM;51,179.00;3,003.75;317.75;2,572.50;113.50;48,175.25
Jul 15, 2015 6:00 AM;Jul 15, 2015 7:00 AM;55,590.00;3,540.50;290.75;2,185.75;1,064.00;52,049.50
Jul 15, 2015 7:00 AM;Jul 15, 2015 8:00 AM;61,991.00;5,550.00;272.00;1,781.50;3,496.50;56,441.00
Jul 15, 2015 8:00 AM;Jul 15, 2015 9:00 AM;68,700.00;8,685.50;256.00;1,579.50;6,850.00;60,014.50
Jul 15, 2015 9:00 AM;Jul 15, 2015 10:00 AM;74,756.00;12,427.50;238.75;1,636.75;10,552.00;62,328.50
Jul 15, 2015 10:00 AM;Jul 15, 2015 11:00 AM;78,815.00;15,682.25;221.25;1,835.00;13,626.00;63,132.75
Jul 15, 2015 11:00 AM;Jul 15, 2015 12:00 PM;81,078.00;18,045.50;208.00;2,132.00;15,705.50;63,032.50
Jul 15, 2015 12:00 PM;Jul 15, 2015 1:00 PM;82,819.00;19,594.00;155.50;2,440.25;16,998.25;63,225.00
Jul 15, 2015 1:00 PM;Jul 15, 2015 2:00 PM;83,353.00;20,293.25;156.00;2,600.00;17,537.25;63,059.75
Jul 15, 2015 2:00 PM;Jul 15, 2015 3:00 PM;82,288.00;19,926.25;154.50;2,688.50;17,083.25;62,361.75
Jul 15, 2015 3:00 PM;Jul 15, 2015 4:00 PM;79,879.00;18,401.00;161.00;2,656.75;15,583.25;61,478.00
Jul 15, 2015 4:00 PM;Jul 15, 2015 5:00 PM;76,343.00;15,925.50;243.75;2,443.25;13,238.50;60,417.50
Jul 15, 2015 5:00 PM;Jul 15, 2015 6:00 PM;71,769.00;12,550.75;337.50;2,065.75;10,147.50;59,218.25
Jul 15, 2015 6:00 PM;Jul 15, 2015 7:00 PM;67,018.00;8,478.50;431.75;1,634.50;6,412.25;58,539.50
Jul 15, 2015 7:00 PM;Jul 15, 2015 8:00 PM;63,300.00;4,806.75;527.75;1,185.50;3,093.50;58,493.25
Jul 15, 2015 8:00 PM;Jul 15, 2015 9:00 PM;59,164.00;2,443.50;627.50;954.25;861.75;56,720.50
Jul 15, 2015 9:00 PM;Jul 15, 2015 10:00 PM;56,907.00;1,707.00;699.25;950.50;57.25;55,200.00
Jul 15, 2015 10:00 PM;Jul 15, 2015 11:00 PM;56,858.00;1,763.75;713.00;1,050.75;0.00;55,094.25
Jul 15, 2015 11:00 PM;Jul 16, 2015 12:00 AM;53,931.00;1,806.00;703.50;1,102.50;0.00;52,125.00
Jul 16, 2015 12:00 AM;Jul 16, 2015 1:00 AM;51,785.00;1,739.25;575.25;1,164.00;0.00;50,045.75
Jul 16, 2015 1:00 AM;Jul 16, 2015 2:00 AM;50,057.00;1,795.00;531.50;1,263.50;0.00;48,262.00
Jul 16, 2015 2:00 AM;Jul 16, 2015 3:00 AM;49,338.00;2,188.75;540.25;1,648.50;0.00;47,149.25
Jul 16, 2015 3:00 AM;Jul 16, 2015 4:00 AM;49,153.00;2,207.25;569.00;1,638.25;0.00;46,945.75
Jul 16, 2015 4:00 AM;Jul 16, 2015 5:00 AM;49,065.00;2,202.25;597.75;1,604.50;0.00;46,862.75
Jul 16, 2015 5:00 AM;Jul 16, 2015 6:00 AM;50,210.00;2,293.75;631.25;1,560.75;101.75;47,916.25
Jul 16, 2015 6:00 AM;Jul 16, 2015 7:00 AM;54,476.00;3,114.25;611.50;1,426.25;1,076.50;51,361.75
Jul 16, 2015 7:00 AM;Jul 16, 2015 8:00 AM;61,096.00;5,504.75;566.00;1,234.50;3,704.25;55,591.25
Jul 16, 2015 8:00 AM;Jul 16, 2015 9:00 AM;68,190.00;8,981.75;511.50;1,074.25;7,396.00;59,208.25
Jul 16, 2015 9:00 AM;Jul 16, 2015 10:00 AM;74,215.00;12,945.75;452.50;1,014.75;11,478.50;61,269.25
Jul 16, 2015 10:00 AM;Jul 16, 2015 11:00 AM;78,970.00;16,638.25;398.25;1,013.25;15,226.75;62,331.75
Jul 16, 2015 11:00 AM;Jul 16, 2015 12:00 PM;82,765.00;19,497.00;360.75;1,014.00;18,122.25;63,268.00
Jul 16, 2015 12:00 PM;Jul 16, 2015 1:00 PM;84,487.00;21,300.00;298.50;982.75;20,018.75;63,187.00
Jul 16, 2015 1:00 PM;Jul 16, 2015 2:00 PM;85,554.00;22,229.00;300.75;954.50;20,973.75;63,325.00
Jul 16, 2015 2:00 PM;Jul 16, 2015 3:00 PM;84,892.00;22,194.50;324.75;963.50;20,906.25;62,697.50
Jul 16, 2015 3:00 PM;Jul 16, 2015 4:00 PM;82,422.00;20,820.50;375.00;980.25;19,465.25;61,601.50
Jul 16, 2015 4:00 PM;Jul 16, 2015 5:00 PM;78,344.00;18,038.50;359.50;992.00;16,687.00;60,305.50
Jul 16, 2015 5:00 PM;Jul 16, 2015 6:00 PM;72,960.00;14,083.00;437.50;983.75;12,661.75;58,877.00
Jul 16, 2015 6:00 PM;Jul 16, 2015 7:00 PM;66,384.00;9,406.00;519.25;1,079.50;7,807.25;56,978.00
Jul 16, 2015 7:00 PM;Jul 16, 2015 8:00 PM;60,944.00;5,471.00;579.00;1,210.75;3,681.25;55,473.00
Jul 16, 2015 8:00 PM;Jul 16, 2015 9:00 PM;57,668.00;3,086.75;583.25;1,389.75;1,113.75;54,581.25
Jul 16, 2015 9:00 PM;Jul 16, 2015 10:00 PM;55,625.00;2,275.25;540.75;1,645.25;89.25;53,349.75
Jul 16, 2015 10:00 PM;Jul 16, 2015 11:00 PM;55,050.00;2,436.75;490.75;1,946.00;0.00;52,613.25
Jul 16, 2015 11:00 PM;Jul 17, 2015 12:00 AM;53,801.00;2,678.50;484.50;2,194.00;0.00;51,122.50
Jul 17, 2015 12:00 AM;Jul 17, 2015 1:00 AM;52,990.00;2,998.25;471.25;2,527.00;0.00;49,991.75
Jul 17, 2015 1:00 AM;Jul 17, 2015 2:00 AM;52,284.00;3,154.50;477.50;2,677.00;0.00;49,129.50
Jul 17, 2015 2:00 AM;Jul 17, 2015 3:00 AM;51,775.00;3,926.50;512.00;3,414.50;0.00;47,848.50
Jul 17, 2015 3:00 AM;Jul 17, 2015 4:00 AM;51,468.00;4,296.00;595.00;3,701.00;0.00;47,172.00
Jul 17, 2015 4:00 AM;Jul 17, 2015 5:00 AM;51,967.00;4,986.00;951.00;4,035.00;0.00;46,981.00
Jul 17, 2015 5:00 AM;Jul 17, 2015 6:00 AM;54,836.00;5,666.25;1,083.75;4,452.75;129.75;49,169.75
Jul 17, 2015 6:00 AM;Jul 17, 2015 7:00 AM;60,949.00;7,444.25;1,212.75;4,938.25;1,293.25;53,504.75
Jul 17, 2015 7:00 AM;Jul 17, 2015 8:00 AM;67,603.00;10,859.25;1,345.75;5,142.00;4,371.50;56,743.75
Jul 17, 2015 8:00 AM;Jul 17, 2015 9:00 AM;74,925.00;15,283.75;1,456.00;5,191.75;8,636.00;59,641.25
Jul 17, 2015 9:00 AM;Jul 17, 2015 10:00 AM;81,258.00;19,994.50;1,555.25;5,317.00;13,122.25;61,263.50
Jul 17, 2015 10:00 AM;Jul 17, 2015 11:00 AM;87,025.00;24,362.25;1,645.00;5,526.50;17,190.75;62,662.75
Jul 17, 2015 11:00 AM;Jul 17, 2015 12:00 PM;90,809.00;27,653.00;1,685.75;5,828.50;20,138.75;63,156.00
Jul 17, 2015 12:00 PM;Jul 17, 2015 1:00 PM;92,057.00;29,913.75;1,608.75;6,528.75;21,776.25;62,143.25
Jul 17, 2015 1:00 PM;Jul 17, 2015 2:00 PM;91,180.00;31,169.25;1,575.50;7,611.75;21,982.00;60,010.75
Jul 17, 2015 2:00 PM;Jul 17, 2015 3:00 PM;88,877.00;30,857.75;1,356.25;8,522.50;20,979.00;58,019.25
Jul 17, 2015 3:00 PM;Jul 17, 2015 4:00 PM;86,396.00;29,252.00;1,368.25;8,997.25;18,886.50;57,144.00
Jul 17, 2015 4:00 PM;Jul 17, 2015 5:00 PM;83,087.00;26,860.75;1,779.75;9,240.25;15,840.75;56,226.25
Jul 17, 2015 5:00 PM;Jul 17, 2015 6:00 PM;79,517.00;22,642.75;1,878.25;8,925.25;11,839.25;56,874.25
Jul 17, 2015 6:00 PM;Jul 17, 2015 7:00 PM;73,336.00;17,183.00;1,877.00;8,028.00;7,278.00;56,153.00
Jul 17, 2015 7:00 PM;Jul 17, 2015 8:00 PM;67,168.00;12,369.00;1,872.75;7,013.50;3,482.75;54,799.00
Jul 17, 2015 8:00 PM;Jul 17, 2015 9:00 PM;63,092.00;8,893.25;1,803.50;6,093.75;996.00;54,198.75
Jul 17, 2015 9:00 PM;Jul 17, 2015 10:00 PM;59,630.00;7,284.75;1,736.75;5,472.25;75.75;52,345.25
Jul 17, 2015 10:00 PM;Jul 17, 2015 11:00 PM;58,165.00;6,867.25;1,765.50;5,101.75;0.00;51,297.75
Jul 17, 2015 11:00 PM;Jul 18, 2015 12:00 AM;55,042.00;6,387.50;1,678.50;4,709.00;0.00;48,654.50
Jul 18, 2015 12:00 AM;Jul 18, 2015 1:00 AM;52,114.00;6,300.00;1,586.50;4,713.50;0.00;45,814.00
Jul 18, 2015 1:00 AM;Jul 18, 2015 2:00 AM;50,690.00;5,853.00;1,505.25;4,347.75;0.00;44,837.00
Jul 18, 2015 2:00 AM;Jul 18, 2015 3:00 AM;49,738.00;6,720.25;1,458.00;5,262.25;0.00;43,017.75
Jul 18, 2015 3:00 AM;Jul 18, 2015 4:00 AM;48,913.00;6,301.25;1,437.50;4,863.75;0.00;42,611.75
Jul 18, 2015 4:00 AM;Jul 18, 2015 5:00 AM;47,566.00;5,860.00;1,402.50;4,457.50;0.00;41,706.00
Jul 18, 2015 5:00 AM;Jul 18, 2015 6:00 AM;47,344.00;5,546.25;1,311.25;4,129.50;105.50;41,797.75
Jul 18, 2015 6:00 AM;Jul 18, 2015 7:00 AM;50,096.00;6,015.75;1,127.00;3,736.00;1,152.75;44,080.25
Jul 18, 2015 7:00 AM;Jul 18, 2015 8:00 AM;53,803.00;8,622.50;1,162.50;3,357.00;4,103.00;45,180.50
Jul 18, 2015 8:00 AM;Jul 18, 2015 9:00 AM;61,285.00;12,680.50;1,225.00;3,222.00;8,233.50;48,604.50
Jul 18, 2015 9:00 AM;Jul 18, 2015 10:00 AM;68,069.00;17,235.25;1,325.75;3,395.75;12,513.75;50,833.75
Jul 18, 2015 10:00 AM;Jul 18, 2015 11:00 AM;72,373.00;21,006.50;1,443.75;3,678.00;15,884.75;51,366.50
Jul 18, 2015 11:00 AM;Jul 18, 2015 12:00 PM;75,359.00;23,737.25;1,569.50;4,157.50;18,010.25;51,621.75
Jul 18, 2015 12:00 PM;Jul 18, 2015 1:00 PM;76,116.00;25,378.25;1,642.25;4,855.00;18,881.00;50,737.75
Jul 18, 2015 1:00 PM;Jul 18, 2015 2:00 PM;74,845.00;25,287.25;1,711.00;5,521.25;18,055.00;49,557.75
Jul 18, 2015 2:00 PM;Jul 18, 2015 3:00 PM;72,232.00;24,295.50;1,759.50;6,028.75;16,507.25;47,936.50
Jul 18, 2015 3:00 PM;Jul 18, 2015 4:00 PM;70,662.00;22,101.75;1,749.75;6,271.75;14,080.25;48,560.25
Jul 18, 2015 4:00 PM;Jul 18, 2015 5:00 PM;68,113.00;19,318.25;1,755.75;6,198.25;11,364.25;48,794.75
Jul 18, 2015 5:00 PM;Jul 18, 2015 6:00 PM;65,104.00;15,790.25;1,715.50;5,773.00;8,301.75;49,313.75
Jul 18, 2015 6:00 PM;Jul 18, 2015 7:00 PM;61,265.00;11,992.50;1,614.25;5,013.00;5,365.25;49,272.50
Jul 18, 2015 7:00 PM;Jul 18, 2015 8:00 PM;57,344.00;8,189.25;1,453.50;4,037.75;2,698.00;49,154.75
Jul 18, 2015 8:00 PM;Jul 18, 2015 9:00 PM;53,488.00;5,274.25;1,286.50;3,214.25;773.50;48,213.75
Jul 18, 2015 9:00 PM;Jul 18, 2015 10:00 PM;51,828.00;3,922.00;1,173.75;2,684.00;64.25;47,906.00
Jul 18, 2015 10:00 PM;Jul 18, 2015 11:00 PM;50,952.00;3,333.25;1,019.25;2,314.00;0.00;47,618.75
Jul 18, 2015 11:00 PM;Jul 19, 2015 12:00 AM;49,155.00;3,105.50;1,011.50;2,094.00;0.00;46,049.50
Jul 19, 2015 12:00 AM;Jul 19, 2015 1:00 AM;46,476.00;3,122.00;1,010.25;2,111.75;0.00;43,354.00
Jul 19, 2015 1:00 AM;Jul 19, 2015 2:00 AM;44,525.00;3,234.00;1,002.50;2,231.50;0.00;41,291.00
Jul 19, 2015 2:00 AM;Jul 19, 2015 3:00 AM;43,457.00;2,870.75;935.00;1,935.75;0.00;40,586.25
Jul 19, 2015 3:00 AM;Jul 19, 2015 4:00 AM;42,497.00;2,907.25;815.75;2,091.50;0.00;39,589.75
Jul 19, 2015 4:00 AM;Jul 19, 2015 5:00 AM;41,817.00;2,832.25;612.25;2,220.00;0.00;38,984.75
Jul 19, 2015 5:00 AM;Jul 19, 2015 6:00 AM;40,456.00;2,857.00;500.00;2,276.50;80.50;37,599.00
Jul 19, 2015 6:00 AM;Jul 19, 2015 7:00 AM;40,720.00;3,603.00;454.75;2,318.25;830.00;37,117.00
Jul 19, 2015 7:00 AM;Jul 19, 2015 8:00 AM;44,010.00;5,376.75;462.00;2,176.00;2,738.75;38,633.25
Jul 19, 2015 8:00 AM;Jul 19, 2015 9:00 AM;49,236.00;7,750.00;481.75;2,053.00;5,215.25;41,486.00
Jul 19, 2015 9:00 AM;Jul 19, 2015 10:00 AM;54,123.00;10,375.50;497.00;2,257.25;7,621.25;43,747.50
Jul 19, 2015 10:00 AM;Jul 19, 2015 11:00 AM;58,086.00;12,632.50;489.75;2,643.00;9,499.75;45,453.50
Jul 19, 2015 11:00 AM;Jul 19, 2015 12:00 PM;61,428.00;14,694.75;459.00;3,154.25;11,081.50;46,733.25
Jul 19, 2015 12:00 PM;Jul 19, 2015 1:00 PM;64,054.00;16,746.00;486.75;4,110.25;12,149.00;47,308.00
Jul 19, 2015 1:00 PM;Jul 19, 2015 2:00 PM;63,521.00;17,799.00;558.25;5,016.25;12,224.50;45,722.00
Jul 19, 2015 2:00 PM;Jul 19, 2015 3:00 PM;62,119.00;18,227.75;626.75;5,917.25;11,683.75;43,891.25
Jul 19, 2015 3:00 PM;Jul 19, 2015 4:00 PM;61,811.00;18,473.75;733.50;7,067.75;10,672.50;43,337.25
Jul 19, 2015 4:00 PM;Jul 19, 2015 5:00 PM;61,161.00;18,457.50;884.00;8,688.00;8,885.50;42,703.50
Jul 19, 2015 5:00 PM;Jul 19, 2015 6:00 PM;61,342.00;17,592.50;880.75;9,940.75;6,771.00;43,749.50
Jul 19, 2015 6:00 PM;Jul 19, 2015 7:00 PM;60,080.00;15,704.00;957.50;10,190.25;4,556.25;44,376.00
Jul 19, 2015 7:00 PM;Jul 19, 2015 8:00 PM;57,810.00;13,656.75;1,259.00;9,972.75;2,425.00;44,153.25
Jul 19, 2015 8:00 PM;Jul 19, 2015 9:00 PM;56,317.00;11,862.25;1,483.75;9,745.75;632.75;44,454.75
Jul 19, 2015 9:00 PM;Jul 19, 2015 10:00 PM;55,627.00;11,092.25;1,537.25;9,516.25;38.75;44,534.75
Jul 19, 2015 10:00 PM;Jul 19, 2015 11:00 PM;55,992.00;10,932.75;1,521.50;9,411.25;0.00;45,059.25
Jul 19, 2015 11:00 PM;Jul 20, 2015 12:00 AM;55,070.00;10,923.25;1,424.50;9,498.75;0.00;44,146.75
Jul 20, 2015 12:00 AM;Jul 20, 2015 1:00 AM;51,870.00;10,545.00;1,446.50;9,098.50;0.00;41,325.00
Jul 20, 2015 1:00 AM;Jul 20, 2015 2:00 AM;50,417.00;11,288.50;1,504.75;9,783.75;0.00;39,128.50
Jul 20, 2015 2:00 AM;Jul 20, 2015 3:00 AM;50,296.00;11,436.75;1,535.00;9,901.75;0.00;38,859.25
Jul 20, 2015 3:00 AM;Jul 20, 2015 4:00 AM;49,935.00;11,141.25;1,522.75;9,618.50;0.00;38,793.75
Jul 20, 2015 4:00 AM;Jul 20, 2015 5:00 AM;50,195.00;10,399.75;1,499.25;8,900.50;0.00;39,795.25
Jul 20, 2015 5:00 AM;Jul 20, 2015 6:00 AM;52,841.00;9,510.75;1,423.00;7,995.25;92.50;43,330.25
Jul 20, 2015 6:00 AM;Jul 20, 2015 7:00 AM;59,666.00;9,284.50;1,270.00;7,001.00;1,013.50;50,381.50
Jul 20, 2015 7:00 AM;Jul 20, 2015 8:00 AM;65,533.00;10,802.75;1,029.00;6,096.00;3,677.75;54,730.25
Jul 20, 2015 8:00 AM;Jul 20, 2015 9:00 AM;72,813.00;14,103.00;786.25;5,961.00;7,355.75;58,710.00
Jul 20, 2015 9:00 AM;Jul 20, 2015 10:00 AM;78,192.00;18,272.00;620.25;6,484.25;11,167.50;59,920.00
Jul 20, 2015 10:00 AM;Jul 20, 2015 11:00 AM;81,881.00;22,122.25;484.25;7,042.50;14,595.50;59,758.75
Jul 20, 2015 11:00 AM;Jul 20, 2015 12:00 PM;84,755.00;24,361.00;383.25;7,165.50;16,812.25;60,394.00
Jul 20, 2015 12:00 PM;Jul 20, 2015 1:00 PM;85,953.00;25,022.00;296.75;6,736.25;17,989.00;60,931.00
Jul 20, 2015 1:00 PM;Jul 20, 2015 2:00 PM;85,791.00;24,551.25;252.50;6,016.50;18,282.25;61,239.75
Jul 20, 2015 2:00 PM;Jul 20, 2015 3:00 PM;84,125.00;22,916.50;223.00;5,146.00;17,547.50;61,208.50
Jul 20, 2015 3:00 PM;Jul 20, 2015 4:00 PM;81,318.00;20,319.00;155.25;4,460.75;15,703.00;60,999.00
Jul 20, 2015 4:00 PM;Jul 20, 2015 5:00 PM;76,673.00;16,853.25;137.50;3,759.50;12,956.25;59,819.75
Jul 20, 2015 5:00 PM;Jul 20, 2015 6:00 PM;71,200.00;12,620.75;131.25;2,980.75;9,508.75;58,579.25
Jul 20, 2015 6:00 PM;Jul 20, 2015 7:00 PM;65,910.00;8,065.00;145.75;2,220.75;5,698.50;57,845.00
Jul 20, 2015 7:00 PM;Jul 20, 2015 8:00 PM;62,077.00;4,446.25;206.75;1,628.00;2,611.50;57,630.75
Jul 20, 2015 8:00 PM;Jul 20, 2015 9:00 PM;57,991.00;2,464.75;347.00;1,454.50;663.25;55,526.25
Jul 20, 2015 9:00 PM;Jul 20, 2015 10:00 PM;57,411.00;2,316.25;584.25;1,701.25;30.75;55,094.75
Jul 20, 2015 10:00 PM;Jul 20, 2015 11:00 PM;57,104.00;3,108.00;848.25;2,259.75;0.00;53,996.00
Jul 20, 2015 11:00 PM;Jul 21, 2015 12:00 AM;55,680.00;3,998.75;1,066.50;2,932.25;0.00;51,681.25
Jul 21, 2015 12:00 AM;Jul 21, 2015 1:00 AM;54,302.00;5,231.50;1,259.50;3,972.00;0.00;49,070.50
Jul 21, 2015 1:00 AM;Jul 21, 2015 2:00 AM;53,243.00;6,340.25;1,487.25;4,853.00;0.00;46,902.75
Jul 21, 2015 2:00 AM;Jul 21, 2015 3:00 AM;52,937.00;7,429.50;1,669.50;5,760.00;0.00;45,507.50
Jul 21, 2015 3:00 AM;Jul 21, 2015 4:00 AM;52,341.00;8,315.75;1,790.00;6,525.75;0.00;44,025.25
Jul 21, 2015 4:00 AM;Jul 21, 2015 5:00 AM;53,325.00;9,139.75;1,931.75;7,208.00;0.00;44,185.25
Jul 21, 2015 5:00 AM;Jul 21, 2015 6:00 AM;56,538.00;9,743.50;2,006.25;7,672.75;64.50;46,794.50
Jul 21, 2015 6:00 AM;Jul 21, 2015 7:00 AM;62,581.00;10,919.50;2,007.75;8,056.00;855.75;51,661.50
Jul 21, 2015 7:00 AM;Jul 21, 2015 8:00 AM;67,908.00;13,462.00;1,967.50;8,372.00;3,122.50;54,446.00
Jul 21, 2015 8:00 AM;Jul 21, 2015 9:00 AM;74,494.00;16,841.00;1,917.75;8,609.25;6,314.00;57,653.00
Jul 21, 2015 9:00 AM;Jul 21, 2015 10:00 AM;80,164.00;20,528.50;1,869.25;8,766.00;9,893.25;59,635.50
Jul 21, 2015 10:00 AM;Jul 21, 2015 11:00 AM;84,166.00;23,949.50;1,791.75;8,930.25;13,227.50;60,216.50
Jul 21, 2015 11:00 AM;Jul 21, 2015 12:00 PM;87,415.00;26,600.75;1,725.00;9,118.75;15,757.00;60,814.25
Jul 21, 2015 12:00 PM;Jul 21, 2015 1:00 PM;88,670.00;28,013.00;1,675.25;9,072.25;17,265.50;60,657.00
Jul 21, 2015 1:00 PM;Jul 21, 2015 2:00 PM;89,013.00;28,602.25;1,640.50;8,894.25;18,067.50;60,410.75
Jul 21, 2015 2:00 PM;Jul 21, 2015 3:00 PM;87,774.00;28,048.25;1,606.75;8,587.25;17,854.25;59,725.75
Jul 21, 2015 3:00 PM;Jul 21, 2015 4:00 PM;84,577.00;26,046.75;1,561.50;8,124.00;16,361.25;58,530.25
Jul 21, 2015 4:00 PM;Jul 21, 2015 5:00 PM;81,032.00;23,153.75;1,468.75;7,590.25;14,094.75;57,878.25
Jul 21, 2015 5:00 PM;Jul 21, 2015 6:00 PM;75,871.00;18,790.00;1,387.00;6,668.25;10,734.75;57,081.00
Jul 21, 2015 6:00 PM;Jul 21, 2015 7:00 PM;70,877.00;13,365.50;1,294.50;5,431.25;6,639.75;57,511.50
Jul 21, 2015 7:00 PM;Jul 21, 2015 8:00 PM;65,720.00;8,471.75;1,199.25;4,187.25;3,085.25;57,248.25
Jul 21, 2015 8:00 PM;Jul 21, 2015 9:00 PM;62,066.00;5,294.25;1,120.75;3,372.75;800.75;56,771.75
Jul 21, 2015 9:00 PM;Jul 21, 2015 10:00 PM;59,234.00;3,814.25;1,071.50;2,698.00;44.75;55,419.75
Jul 21, 2015 10:00 PM;Jul 21, 2015 11:00 PM;57,761.00;3,425.75;1,073.25;2,352.50;0.00;54,335.25
Jul 21, 2015 11:00 PM;Jul 22, 2015 12:00 AM;55,563.00;3,516.75;1,177.50;2,339.25;0.00;52,046.25
Jul 22, 2015 12:00 AM;Jul 22, 2015 1:00 AM;50,731.00;3,483.00;1,328.25;2,154.75;0.00;47,248.00
Jul 22, 2015 1:00 AM;Jul 22, 2015 2:00 AM;48,996.00;3,780.00;1,404.50;2,375.50;0.00;45,216.00
Jul 22, 2015 2:00 AM;Jul 22, 2015 3:00 AM;48,660.00;4,090.00;1,380.75;2,709.25;0.00;44,570.00
Jul 22, 2015 3:00 AM;Jul 22, 2015 4:00 AM;48,454.00;4,220.75;1,277.00;2,943.75;0.00;44,233.25
Jul 22, 2015 4:00 AM;Jul 22, 2015 5:00 AM;48,754.00;4,254.75;1,150.75;3,104.00;0.00;44,499.25
Jul 22, 2015 5:00 AM;Jul 22, 2015 6:00 AM;50,238.00;4,126.25;934.50;3,103.75;88.00;46,111.75
Jul 22, 2015 6:00 AM;Jul 22, 2015 7:00 AM;56,499.00;4,865.50;824.00;2,953.50;1,088.00;51,633.50
Jul 22, 2015 7:00 AM;Jul 22, 2015 8:00 AM;62,721.00;7,344.25;732.50;2,607.75;4,004.00;55,376.75
Jul 22, 2015 8:00 AM;Jul 22, 2015 9:00 AM;70,880.00;11,307.00;671.25;2,322.00;8,313.75;59,573.00
